	3
LAKEVIEW BOULEVARD EAST	1
LAKEWOOD AVENUE	138
LAMA COURT	1
LAMBERT STREET	12
LAMBERT'S LANE	1
LAMBERTS LANE	12
LAMOKA AVENUE	43
LAMONT AVENUE	269
LAMONT COURT	47
LAMPED LOOP	1
LAMPORT BOULEVARD	21
LAMPORT PLACE	32
LANCASTER AVENUE	89
LANDER AVENUE	14
LANDER STREET	42
LANDING ROAD	74
LANDIS COURT	2
LANE AVENUE	31
LANETT AVENUE	2
LANETTE AVENUE	1
LANGDALE STREET	13
LANGHAM STREET	2
LANGSTON AVENUE	2
LANSING STREET	13
LANSING STREET TO THE LEFT	2
LARCH COURT	2
LAREDO AVENUE	7
LARKIN STREET	24
LARRISON LOOP	4
LARUE AVENUE	34
LASALLE AVENUE	8
LASALLE STREET	34
LATHROP AVENUE	2
LATIMER AVENUE	2
LATOURETTE LANE	2
LATOURETTE STREET	2
LATTING STREET	21
LAUREL AVENUE	68
LAUREL HILL BLVD	37
LAUREL HILL BOULEVARD	15
LAUREL HILL TERRACE	125
LAURIE AVENUE	5
LAVA STREET	12
LAWN COURT	16
LAWRENCE AVENUE	24
LAWRENCE ST	1
LAWRENCE STREET	147
LAWTON AVENUE	63
LAWTON STREET	154
LAX AVENUE	3
LAYTON AVENUE	162
LAYTON STREET	23
LEASON PLACE	2
LEAVITT STREET	71
LEBANON STREET	280
LEE AVENUE	215
LEEDS ROAD	2
LEEDS STREET	1
LEEWOOD LOOP	1
LEFFERTS AVE	1
LEFFERTS AVENUE	388
LEFFERTS BOULEVARD	281
LEFFERTS PL	16
LEFFERTS PLACE	915
LEGGETT AVENUE	248
LEGGETT PLACE	7
LEGION PLACE	5
LEGION STREET	153
LEIGH AVENUE	3
LELAND	5
LELAND AVE	1
LELAND AVENUE	1677
LENEVAR AVENUE	2
LENNOX ROAD	31
LENOX AVE	4
LENOX AVENUE	3530
LENOX RD	14
LENOX ROAD	465
LEONA STREET	2
LEONARD AVENUE	1
LEONARD ST	3
LEONARD STREET	587
LEROY STREET	346
LESLIE ROAD	25
LESTER COURT	2
LESTER STREET	22
LEVERETT AVE	2
LEVERETT AVENUE	29
LEVERICH STREET	133
LEVIT AVENUE	23
LEWIS AVE	1
LEWIS AVENUE	1070
LEWIS PLACE	7
LEWIS STREET	1
LEWISTON AVE	2
LEWISTON AVENUE	2
LEWISTON STREET	11
LEWMAY ROAD	15
LEX AVENUE	1
LEXINGTON AVE	13
LEXINGTON AVENUE	10055
LEXINTON AVENUE	1
LEYDEN AVENUE	12
LIBBY PLACE	9
LIBERTY AVE	2
LIBERTY AVENUE	1380
LIBERTY PLACE	13
LIBERTY PLAZA	8
LIBERTY STREET	90
LIBRARY AVENUE	30
LIEBIG AVENUE	7
LIGHT STREET	37
LIGHTHOUSE AVENUE	16
LILAC COURT	1
LILY POND AVENUE	38
LINCOLN AVE	1
LINCOLN AVENUE	635
LINCOLN CENTER PLAZA	11
LINCOLN PL	22
LINCOLN PLACE	1258
LINCOLN RD	2
LINCOLN ROAD	173
LINCOLN SQUARE	11
LINCOLN STREET	35
LINCOLN TERRACE	1
LINCOLN WALK	1
LINDA AVENUE	43
LINDA COURT	4
LINDA LANE	5
LINDBERGH AVENUE	1
LINDEN AVENUE	6
LINDEN BLVD	9
LINDEN BOULEVARD	1426
LINDEN PLACE	59
LINDEN STREET	2491
LINDENWOOD PLACE	2
LINDENWOOD ROAD	13
LINEAUS PLACE	2
LINNEAUS PLACE	18
LINTON PLACE	4
LINWOOD AVENUE	27
LINWOOD STREET	495
LION STREET	3
LIPSETT AVENUE	6
LISA LANE	3
LISBON PLACE	45
LISK AVENUE	26
LISPENARD STREET	153
LITTLE  WEST 12 STREET	1
LITTLE CLOVE ROAD	19
LITTLE FIELD AVENUE	1
LITTLE NASSAU STREET	15
LITTLE NECK PARKWAY	67
LITTLE STREET	1
LITTLE WEST 12 ST	102
LITTLE WEST 12 STREET	6
LITTLE WEST STREET	23
LITTLEFIELD AVE	1
LITTLENECK PARKWAY	10
LIVERMORE AVENUE	47
LIVERPOOL STREET	67
LIVINGSTON AVENUE	47
LIVINGSTON ST	8
LIVINGSTON STREET	760
LIVONIA AVE	2
LIVONIA AVENUE	311
LLEWELLYN PLACE	1
LLOYD COURT	1
LLOYD STREET	2
LOCKE AVENUE	3
LOCKMAN AVENUE	101
LOCKMAN LOOP	1
LOCKMAN PLACE	2
LOCKWOOD AVENUE	2
LOCKWOOD COURT	2
LOCONIA AVENUE	2
LOCUST AVENUE	55
LOCUST MANOR LANE	1
LOCUST POINT DRIVE	22
LOCUST STREET	486
LODOVICK AVENUE	19
LOGAN AVE	1
LOGAN AVENUE	254
LOGAN STREET	609
LOHENGRIN PLACE	1
LOISAIDA AVENUE	1
LOMBARDY STREET	13
LONG POND LANE	18
LONG STREET	15
LONGDALE STREET	4
LONGFELLOW AVE	3
LONGFELLOW AVENUE	2046
LONGSTREET AVE	3
LONGSTREET AVENUE	27
LONGVIEW ROAD	4
LONGWOOD AVE	1
LONGWOOD AVENUE	661
LORETTA ROAD	26
LORETTO STREET	30
LORILLARD PLACE	1341
LORIMER ST	19
LORIMER STREET	527
LORING AVENUE	97
LORING PL N	2
LORING PLACE	65
LORING PLACE NORTH	846
LORING PLACE SOUTH	1036
LORRAIN AVENUE	4
LORRAINE AVENUE	7
LORRAINE LOOP	16
LORRAINE STREET	12
LORTEL AVENUE	3
LOTT AVENUE	128
LOTT STREET	25
LOUBET STREET	14
LOUIS NINE BOULEVARD	203
LOUIS PLACE	63
LOUIS STREET	2
LOUISA ST	1
LOUISA STREET	3
LOUISE TERRACE	3
LOUISIANA AVENUE	82
LOVE LANE	12
LOVELACE AVENUE	2
LOVELL AVENUE	1
LOWE COURT	7
LOWELL STREET	82
LOWERRE PLACE	17
LUCAS STREET	3
LUCERNE STREET	8
LUCILLE AVENUE	17
LUCY LOOP	7
LUDLAM PLACE	66
LUDLOW ST	2
LUDLOW STREET	1154
LUDLUM AVENUE	3
LUDWIG LANE	29
LUDWIG STREET	1
LUKE COURT	2
LUQUER STREET	39
LURTING AVE	1
LURTING AVENUE	115
LUX ROAD	12
LYCEUM COURT	5
LYDIG	3
LYDIG AVENUE	329
LYLE COURT	2
LYMAN AVENUE	40
LYMAN PLACE	121
LYMAN STREET	4
LYME AVENUE	7
LYNBROOK AVENUE	4
LYNCH STREET	76
LYNDALE AVENUE	7
LYNHURST AVENUE	17
LYNN COURT	1
LYNN STREET	14
LYON AVENUE	118
LYON PLACE	21
LYVERE STREET	73
MAC CLEAN AVENUE	3
MAC CRACKEN AVENUE	6
MAC DONALD AVENUE	3
MAC DONOUGH PLACE	1
MAC DONOUGH STREET	1088
MAC DOUGAL ALLEY	45
MAC DOUGAL STREET	864
MAC KENZIE STREET	1
MACARTHUR AVENUE	2
MACDONALD AVENUE	7
MACDONOUGH PLACE	5
MACDONOUGH ST	5
MACDONOUGH STREET	283
MACDOUGAL ST	1
MACDOUGAL STREET	280
MACE AVENUE	208
MACE STREET	3
MACFARLAND AVENUE	3
MACKAY PLACE	4
MACKENZIE STREET	7
MACLAY AVENUE	78
MACNISH STREET	11
MACOMBS DAM PARK	48
MACOMBS PLACE	130
MACOMBS ROAD	704
MACON ST	5
MACON STREET	1565
MACORMAC PLACE	8
MACY PLACE	105
MADA AVENUE	1
MADAN COURT	19
MADELINE COURT	2
MADIGAN PLACE	2
MADISON AVE	8
MADISON AVENUE	4746
MADISON PL	1
MADISON PLACE	6
MADISON ST	13
MADISON STREET	6546
MADSEN AVENUE	3
MAGAW PLACE	82
MAGENTA STREET	184
MAGENTASTREET	2
MAGNOLIA COURT	4
MAGUIRE AVENUE	47
MAHAN AVENUE	36
MAIDEN LANE	195
MAIN	1
MAIN AVENUE	1
MAIN ST	1
MAIN STREET	529
MAINDA STREET	2
MAINE AVENUE	17
MAITLAND AVENUE	33
MAJ WM DEEGAN BLVD	389
MAJOR AVE	2
MAJOR AVENUE	4
MAJOR DEEGAN EXPRESS	11
MAJOR DEEGAN EXPWY	15
MALBA DRIVE	7
MALBONE	1
MALBONE STREET	17
MALCOLM X BLVD	8
MALCOLM X BOULEVARD	1491
MALCOM X BOULEVARD	75
MALDEN PLACE	4
MALLORY AVENUE	13
MALLOW STREET	1
MALONE AVENUE	3
MALTA STREET	149
MANAHAN STREET	5
MANCHESTER DRIVE	6
MANDY COURT	7
MANEE AVENUE	6
MANGIN AVENUE	24
MANGIN STREET	22
MANHATTAN AVE	19
MANHATTAN AVENUE	3312
MANHATTAN COLLEGE	2
MANHATTAN COLLEGE PARKWAY	40
MANHATTAN COURT	9
MANHATTAN STREET	51
MANIDA ST	3
MANIDA STREET	1194
MANILA AVENUE	64
MANILA PLACE	5
MANILLA STREET	20
MANN AVENUE	7
MANNING STREET	69
MANOR AVE	2
MANOR AVENUE	1990
MANOR COURT	42
MANOR ROAD	148
MANSE STREET	11
MANSION AVENUE	9
MANSION STREET	91
MANTON	1
MANTON STREET	36
MAPES AVENUE	1433
MAPLE AVENUE	165
MAPLE COURT	1
MAPLE PARKWAY	153
MAPLE STREET	288
MAPLE TERRACE	33
MAPLETON AVENUE	94
MAPLEWOOD PLACE	1
MARAN PLACE	14
MARATHON PARKWAY	5
MARBLE HILL AVENUE	116
MARBLE LOOP	1
MARBLE STREET	3
MARC STREET	1
MARCONI PL	1
MARCONI PLACE	55
MARCUS GARVEY AVENUE	35
MARCUS GARVEY BLVD	595
MARCUS GARVEY BOULEVARD	347
MARCY AVE	8
MARCY AVENUE	2158
MARCY PLACE	417
MARENGO STREET	1
MARETZEK COURT	3
MARGARET COURT	5
MARGARET PLACE	4
MARGARET STREET	4
MARGARETTA COURT	1
MARGINAL ST EAST	10
MARGINAL ST WEST	25
MARGINAL STREET	57
MARGINAL STREET EAST	3
MARGINAL STREET WEST	2
MARGO LOOP	1
MARIANNE STREET	6
MARINE AVENUE	16
MARINE PARK	1
MARINE PARKWAY	1
MARINE STREET	48
MARINE WAY	18
MARINERS LANE	13
MARION AVE	2
MARION AVENUE	3088
MARION STREET	439
MARISA CIRCLE	12
MARKET ST	4
MARKET STREET	1238
MARKHAM LANE	22
MARKHAM PLACE	15
MARKWOOD PLACE	7
MARKWOOD ROAD	1
MARLBORO ROAD	4
MARLBOROUGH RD	3
MARLBOROUGH ROAD	116
MARMION AVENUE	688
MARNE AVENUE	1
MAROLLA PLACE	22
MARSDEN STREET	35
MARSHALL STREET	2
MARTENCE STREET	10
MARTENSE AVE	3
MARTENSE AVENUE	217
MARTENSE COURT	16
MARTENSE STREET	115
MARTHA AVENUE	3
MARTIN AVENUE	7
MARTIN KING JR BOULEVARD	2
MARTIN L KING PLACE	127
MARTIN LUTHER KING AVENUE	2
MARTIN LUTHER KING BOULEVARD	1
MARTIN LUTHER KING JR BOULEVARD	9
MARTIN LUTHER KING JR PLACE	12
MARTIN LUTHER KING PLACE	9
MARTINEAU STREET	1
MARTLING AVENUE	4
MARVIN PLACE	17
MARVIN ROAD	3
MARY STREET	11
MARYLAND AVENUE	27
MASON AVENUE	37
MASON BOULEVARD	94
MASON STREET	7
MASPETH AVE	1
MASPETH AVENUE	94
MASSACHUSE STREET	1
MASSACHUSETTS STREET	2
MATHEWS AVENUE	2
MATHEWSON AVENUE	1
MATHEWSON COURT	34
MATHIAS AVENUE	18
MATILDA AVENUE	60
MATTHEWS AVE	6
MATTHEWS AVENUE	832
MATTHEWS COURT	4
MATTHEWS PLACE	6
MAUJER ST	7
MAUJER STREET	340
MAURICE AVENUE	15
MAXIE CT	1
MAYBERRY PROMENADE	10
MAYBURY AVENUE	3
MAYDA RD	2
MAYDA ROAD	7
MAYFAIR DRIVE	1
MAYFAIR DRIVE NORTH	2
MAYFAIR DRIVE SOUTH	4
MAYFLOWER AVENUE	245
MAZEAU STREET	27
MAZZA COURT	3
MC ARTHUR AVENUE	2
MC BRIDE STREET	18
MC CLANCY PLACE	24
MC CLEAN AVENUE	98
MC CLELLAN STREET	247
MC CORMICK PLACE	1
MC DIVITT AVENUE	1
MC DONALD AVENUE	88
MC DONOUGH PLACE	2
MC DONOUGH STREET	2
MC FARLAND AVENUE	3
MC GRAW AVENUE	169
MC GUINESS BOULEVARD	2
MC GUINNESS BLVD	77
MC GUINNESS BLVD S	16
MC GUINNESS BLVD SOUTH	22
MC GUINNESS BOULEVARD	129
MC INTOSH STREET	6
MC KEEVER PLACE	17
MC KIBBIN COURT	37
MC KIBBIN STREET	14
MC KINLEY AVENUE	102
MC LAUGHLIN AVENUE	2
MC LAUGHLIN STREET	2
MC OWEN AVENUE	16
MC VEIGH AVENUE	4
MCARTHUR AVENUE	9
MCBRIDE STREET	22
MCCLANCY PLACE	8
MCCLEAN AVENUE	30
MCCLELLAN ST	2
MCCLELLAN STREET	8
MCCORMICK PLACE	2
MCDIVITT AVENUE	1
MCDONALD AVE	2
MCDONALD AVENUE	188
MCDONALD STREET	2
MCDONOUGH STREET	53
MCDOUGAL STREET	13
MCGRAW AVENUE	33
MCGUINESS BOULEVARD	42
MCGUINNESS BLVD	1
MCGUINNESS BLVD SOUTH	19
MCGUINNESS BOULEVARD	111
MCINTOSH STREET	17
MCKEE AVENUE	2
MCKEEVER PLACE	15
MCKIBBEN STREET	13
MCKIBBIN COURT	3
MCKIBBIN STREET	30
MCKINLEY AVENUE	16
MCLAUGHLIN AVENUE	6
MCLAUGHLIN STREET	15
MCOWEN AVENUE	5
MCVEIGH AVENUE	8
MEAD STREET	109
MEADE LOOP	3
MEADE STREET	10
MEADOW COURT	3
MEADOW DRIVE	1
MEADOW PLACE	13
MEADOW STREET	6
MEAGHER AVENUE	74
MEDINA STREET	4
MEEHAN AVENUE	9
MEEKER AVE	5
MEEKER AVENUE	237
MEEKER STREET	18
MEHANHAN ST	2
MEISNER AVENUE	2
MELBA COURT	8
MELBA STREET	10
MELBOURNE AVENUE	11
MELISSA STREET	4
MELROSE AVE	5
MELROSE AVENUE	353
MELROSE ST	1
MELROSE STREET	1659
MELVILLE STREET	97
MELVIN AVENUE	18
MELYN PLACE	21
MEMO STREET	8
MEMPHIS AVENUE	13
MENAHAN ST	28
MENAHAN STREET	3233
MENTONE AVENUE	23
MERCER STREET	490
MEREDITH AVENUE	6
MEREROLE AVENUE	1
MERIVALE LANE	4
MERKEL PLACE	1
MERLE PLACE	15
MERMAID AVENUE	284
MERRIAM AVENUE	388
MERRICK AVENUE	12
MERRICK BLVD	2
MERRICK BLVD AND 109TH AVE	5
MERRICK BOULEVARD	529
MERRILL AVE	1
MERRILL AVENUE	29
MERRILL STREET	65
MERRIMAN AVENUE	1
MERRITT AVE	2
MERRITT AVENUE	17
MERRY AVENUE	22
MERRY MOUNT STREET	2
MERRYMOUNT AVENUE	1
MERRYMOUNT STREET	22
MERSEREAU AVENUE	23
MESERAU COURT	2
MESEREAU COURT	15
MESEROLE AVENUE	256
MESEROLE ST	7
MESEROLE STREET	340
METCALF AVENUE	423
METCALFE STREET	25
METRO TECH	1
METRO TECH CENTER	2
METROPOLITAN AVE	27
METROPOLITAN AVENUE	1717
METROPOLITAN OVAL	20
METROTECH CENTER	2
MEXICO STREET	19
MEYER	1
MEYER AVENUE	20
MEYER LANE	6
MEYERS STREET	5
MIA DRIVE	12
MIAMI COURT	9
MICHELLE LANE	17
MICKLE AVENUE	194
MIDDAGH STREET	91
MIDDLE LOOP ROAD	13
MIDDLETON STREET	25
MIDDLETOWN ROAD	40
MIDLAND AVENUE	172
MIDLAND PARKWAY	21
MIDWOOD ST	1
MIDWOOD STREET	353
MILBANK ROAD	56
MILBURN STREET	4
MILDRED AVENUE	3
MILES AVE	2
MILES AVENUE	231
MILFORD AVENUE	2
MILFORD DRIVE	1
MILFORD ST	1
MILFORD STREET	559
MILL AVENUE	22
MILL LANE	2
MILL ROAD	134
MILL STREET	3
MILLENNIUM GREEN  STREET	14
MILLER AVE	2
MILLER AVENUE	1041
MILLER HIGHWAY	28
MILLER PLACE	5
MILLER STREET	1
MILLIGAN PLACE	31
MILLS AVENUE	99
MILLSTONE COURT	1
MILTON AVENUE	137
MILTON PLACE	45
MILTON STREET	45
MINERVA PLACE	246
MINETTA LANE	50
MINETTA STREET	37
MINFORD PLACE	341
MINIEFORD AVENUE	2
MINNA ST	1
MINNA STREET	7
MINNIEFORD AVENUE	170
MIRIAM STREET	56
MITCHELL PLACE	42
MLK JR BOULEVARD	1
MLK PLACE	2
MOBIL ROAD	2
MOBILE AVENUE	2
MOBILE ROAD	1
MOFFAT ST	2
MOFFAT STREET	254
MOFFETT STREET	7
MOHEGAN AVENUE	833
MOLINE STREET	2
MONACO PLACE	72
MONAHAN AVE	1
MONAHAN AVENUE	22
MONCRIFF DRIVE	3
MONITOR ST	2
MONITOR STREET	37
MONITOR STREETAND AMP;DRIGGS AVE	4
MONITOR STREETAND AMP;NASSAU AVE	4
MONROE AVENUE	1998
MONROE PL	1
MONROE PLACE	154
MONROE ST	23
MONROE STREET	3720
MONSEY PLACE	8
MONTAGUE ST	1
MONTAGUE STREET	400
MONTAGUE TERRACE	31
MONTANA COURT	1
MONTAUK AVE	1
MONTAUK AVENUE	421
MONTAUK COURT	18
MONTAUK STREET	12
MONTELL STREET	6
MONTEREY AVENUE	406
MONTEREY STREET	6
MONTGOMERY AVE	1
MONTGOMERY AVENUE	1401
MONTGOMERY PLACE	62
MONTGOMERY ST	2
MONTGOMERY STREET	2861
MONTICELLO AVENUE	19
MONTIETH STREET	259
MONTREAL AVENUE	36
MONTROSE AVE	6
MONTROSE AVENUE	283
MONTVALE PLACE	4
MONUMENT WALK	1
MOODY PLACE	3
MOONLIGHT COURT	3
MOORE ST	3
MOORE STREET	113
MORANI STREET	8
MORELAND STREET	49
MORGAN AVENUE	509
MORGAN LANE	4
MORINGSTAR ROAD	1
MORLEY AVENUE	2
MORNING STAR RD	1
MORNING STAR ROAD	43
MORNINGSIDE AVENUE	681
MORNINGSIDE DRIVE	159
MORNINGSTAR RD	1
MORNINGSTAR ROAD	162
MORRIS AVE	17
MORRIS AVENUE	9814
MORRIS PARK AVE	3
MORRIS PARK AVENUE	387
MORRIS PLACE	3
MORRIS STREET	17
MORRISON AVE	5
MORRISON AVENUE	1035
MORROW STREET	10
MORSE COURT	4
MORTON PLACE	254
MORTON SQUARE	7
MORTON STREET	389
MOSCO STREET	30
MOSEL AVENUE	34
MOSELY AVENUE	2
MOSHOLU AVE	3
MOSHOLU AVENUE	13
MOSHOLU PARKWAY	33
MOSLEY AVENUE	5
MOTHER GASTON BLVD	164
MOTHER GASTON BOULEV	9
MOTHER GASTON BOULEVARD	133
MOTT AVENUE	105
MOTT ST	10
MOTT STREET	1909
MOULTRIE STREET	12
MOUNT EDEN PARKWAY	9
MOUNT HOPE PLACE	71
MOUNT MORRIS PARK WEST	29
MOUNT OLIVET CRESCEN	2
MOUNT OLIVET CRESCENT	1
MOUNTAINVIEW AVENUE	49
MOWBRAY DRIVE	2
MT EDEN PARKWAY	271
MT HOPE PLACE	1197
MT MORRIS PARK WEST	250
MUHLEBACH COURT	3
MULBACH COURT	2
MULBERRY AVE	1
MULBERRY AVENUE	13
MULBERRY ST	2
MULBERRY STREET	2129
MULFORD AVENUE	133
MULINER AVE	1
MULINER AVENUE	127
MULLEN PLACE	17
MULLER AVENUE	7
MULVEY AVENUE	1
MUNDY AVENUE	12
MUNDY LANE	22
MURDOCK AVENUE	169
MURDOCK COURT	5
MURDOCK PLACE	2
MURRAY HULBERT AVE	1
MURRAY LANE	11
MURRAY ST	1
MURRAY STREET	340
MUSKET STREET	4
MYRNA LANE	3
MYRTLE AVE	29
MYRTLE AVENUE	6458
N 14TH ST	1
N 4TH ST	1
N 5TH ST	2
N 6TH ST	5
N 7TH ST	9
N 8TH ST	1
N D PERLMAN PLACE	17
N ELLIOTT PL	15
N RAILROAD AVE	2
NADAL PLACE	12
NAGLE AVE	6
NAGLE AVENUE	1018
NAMEOKE AVENUE	10
NAMEOKE STREET	16
NANSEN STREET	2
NAPLES TERRACE	25
NARRAGANSETT AVENUE	4
NARROWS AVENUE	17
NARROWS ROAD NORTH	13
NARROWS ROAD SOUTH	7
NASBY PLACE	1
NASH COURT	1
NASHVILLE BOULEVARD	28
NASHVILLE STREET	4
NASO COURT	1
NASSA PLACE	1
NASSAU AVEAND AMP;KINGSLAND AVE	4
NASSAU AVEAND AMP;MONITOR STREET	4
NASSAU AVENUE	270
NASSAU AVENUEAND AMP;KINGSLAND AVE	8
NASSAU AVENUEAND AMP;NORTH HENRY STREET	4
NASSAU AVENUEAND AMP;SUTTON STREET	8
NASSAU ST	1
NASSAU STREET	370
NAT COURT	9
NATICK STREET	1
NATIONAL DRIVE	2
NATIONAL STREET	117
NAUGHTON AVENUE	52
NAUGHTON STREET	5
NAUTILUS AVENUE	11
NAUTILUS STREET	7
NAVESINK PLACE	15
NAVIGATOR COURT	3
NAVY STREET	1
NAVY WALK	2
NECKAR AVENUE	12
NEDRA LANE	1
NEEDHAM AVENUE	131
NEGUNDO AVENUE	10
NEHRING AVENUE	7
NEILL AVENUE	59
NEILSON STREET	34
NELLIS STREET	11
NELSON AVE	2
NELSON AVENUE	3889
NELSON STREET	52
NEPONSIT AVENUE	7
NEPTON STREET	1
NEPTUNE AVE	4
NEPTUNE AVENUE	697
NEPTUNE STREET	36
NEREID AVE	6
NEREID AVENUE	110
NETHERLAND AVENUE	122
NETHERLANDS AVENUE	6
NEUTRAL AVENUE	45
NEVADA AVENUE	14
NEVINS ST	8
NEVINS STREET	267
NEW DORP LANE	155
NEW DORP LN	1
NEW DORP PLAZA	13
NEW ENGLAND THRUWAY	10
NEW HAVEN AVENUE	31
NEW JERSEY AVENUE	877
NEW LANE	10
NEW LOTS AVENUE	912
NEW MONTROSE AVENUE	16
NEW STREET	36
NEW UTRECHT AVE	2
NEW UTRECHT AVENUE	288
NEW UTRECTH AVENUE	5
NEW YORK AVE	1
NEW YORK AVENUE	1417
NEWARK AVENUE	19
NEWBERG STREET	1
NEWBERRY AVENUE	6
NEWBOLD AVENUE	523
NEWBURG STREET	7
NEWEL STREET	284
NEWELL STREET	20
NEWJERSEY AVENUE	10
NEWKIRK AVENUE	341
NEWKIRK PLAZA	2
NEWMAN AVE	2
NEWMAN AVENUE	20
NEWPORT AVENUE	1
NEWPORT STREET	135
NEWTON STREET	36
NEWTOWN AVENUE	36
NEWTOWN ROAD	122
NIAGARA STREET	2
NICHOLAS AVENUE	150
NICHOLS AVENUE	227
NICOLE LOOP	5
NICOLLS AVENUE	175
NICOLOSI DRIVE	19
NILES PLACE	1
NINTH AVENUE	8
NINTH STREET	5
NIPPON AVE	1
NIPPON AVENUE	8
NIXON AVENUE	10
NIXON COURT	1
NOBLE AVE	2
NOBLE AVENUE	962
NOBLE STREET	38
NOEL AVENUE	22
NOEL ROAD	4
NOELL AVENUE	3
NOLANS LANE	3
NOLL STREET	624
NOME AVENUE	14
NORDEN STREET	4
NORFOLK ST	2
NORFOLK STREET	693
NORMA PLACE	6
NORMAL ROAD	13
NORMALEE ROAD	4
NORMAN AVE	1
NORMAN AVENUE	328
NORMAN ST	3
NORMAN STREET	685
NORTH    1 STREET	11
NORTH    3 STREET	8
NORTH    4 STREET	1
NORTH    5 STREET	13
NORTH    6 STREET	17
NORTH    7 STREET	12
NORTH    8 STREET	33
NORTH    9 STREET	8
NORTH   11 STREET	4
NORTH 1 STREET	94
NORTH 10 STREET	18
NORTH 11 STREET	11
NORTH 15 STREET	1
NORTH 1ST STREET	8
NORTH 3 STREET	47
NORTH 3RD STREET	7
NORTH 4 PLACE	6
NORTH 4 STREET	80
NORTH 5 STREET	185
NORTH 5TH STREET	7
NORTH 6 STREET	400
NORTH 6TH STREET	8
NORTH 7 STREET	319
NORTH 7TH STREET	22
NORTH 8 STREET	221
NORTH 8TH STREET	13
NORTH 9 STREET	38
NORTH AVENUE	8
NORTH BOULEVARD	4
NORTH BURGHER AVENUE	313
NORTH CONDUIT AVENUE	110
NORTH DRIVE	3
NORTH ELLIOT PLACE	2
NORTH ELLIOTT PLACE	18
NORTH END AVENUE	73
NORTH GANNON AVENUE	25
NORTH HENRY STREET	75
NORTH HENRY STREETAND AMP;DRIGGS AVE	8
NORTH MOORE STREET	226
NORTH NARROWS ROAD	2
NORTH OAK DRIVE	34
NORTH OXFORD WALK	1
NORTH PIER	3
NORTH PORTLAND AVENUE	3
NORTH RAILROAD AVE	8
NORTH RAILROAD AVENUE	81
NORTH RAILROAD STREET	4
NORTH RHETT AVENUE	2
NORTH RIVER DRIVE	3
NORTH STREET	301
NORTH THIRD STREET	2
NORTH VIEW COURT	2
NORTHERN BL EAST	7
NORTHERN BLVD	14
NORTHERN BLVD EAST	1
NORTHERN BOULEVARD	1032
NORTHFIELD AVENUE	42
NORTHFIELD COURT	8
NORTHPORT LANE	4
NORTHSIDE PIERS	4
NORTON AVENUE	27
NORTON DRIVE	2
NORWAY AVE	2
NORWAY AVENUE	30
NORWICH STREET	2
NORWOOD AVENUE	297
NOSTRAND AVE	15
NOSTRAND AVENUE	4942
NOTUS AVENUE	4
NOVA COURT	8
NUGENT AVENUE	89
NUGENT STREET	14
NURGE AVENUE	41
NUTLEY PLACE	2
NY AVENUE	2
O BRIEN PLACE	10
O GORMAN AVENUE	2
O'BRIEN AVENUE	4
O'DONNELL ROAD	1
O'GORMAN AVENUE	1
OAK AVENUE	23
OAK DRIVE NORTH	1
OAK LANE	1
OAK POINT AVENUE	78
OAK STREET	37
OAK TERRACE	66
OAK TREE PLACE	100
OAKDALE ST	1
OAKDALE STREET	22
OAKLAND AVENUE	18
OAKLAND PL	1
OAKLAND PLACE	442
OAKLAND TERRACE	3
OAKLEY STREET	50
OAKVILLE AVENUE	2
OAKVILLE STREET	10
OAKWOOD AVENUE	10
OBRIEN AVENUE	8
OCCIDENT AVENUE	8
OCEAN AVE	13
OCEAN AVENUE	1486
OCEAN AVENUE NORTH	1
OCEAN COURT	13
OCEAN CREST BLVD	2
OCEAN CREST BOULEVARD	9
OCEAN PARKWAY	691
OCEAN PKWY	14
OCEAN PROMENADE	10
OCEAN TERRACE	21
OCEAN VIEW AVE	9
OCEAN VIEW AVENUE	319
OCEANA DRIVE EAST	13
OCEANA DRIVE WEST	8
OCEANA TERRACE	1
OCEANCREST BOULEVARD	2
OCEANIA STREET	10
OCEANIC AVENUE	2
OCEANSIDE AVENUE	66
OCEANVIEW AVENUE	35
OCEANVIEW PLACE	2
OCONNER AVENUE	2
OCONNOR AVENUE	1
ODELL CLARK PLACE	4
ODELL STREET	46
ODER AVENUE	39
OGDEN AVE	8
OGDEN AVENUE	3024
OHIO PLACE	4
OHM AVENUE	17
OLCOTT STREET	1
OLD AMBOY ROAD	2
OLD BEACH 88 STREET	2
OLD BROADWAY	87
OLD FULTON STREET	121
OLD KINGSBRIDGE	1
OLD KINGSBRIDGE ROAD	25
OLD MILL ROAD	7
OLD SLIP	9
OLD SOUTH ROAD	2
OLD TOWN ROAD	4
OLDFIELD STREET	14
OLEAN STREET	2
OLGA PLACE	1
OLINVILLE AVE	7
OLINVILLE AVENUE	725
OLIVE STREET	16
OLIVER PLACE	137
OLIVER STREET	253
OLMSTEAD AVENUE	516
OLYMPIA BOULEVARD	217
ONDERDONK AVE	1
ONDERDONK AVENUE	986
ONEIDA AVENUE	1
ONTARIO AVENUE	6
OPAL LANE	3
OPENVIEW LANE	3
ORANGE AVENUE	11
ORANGE STREET	41
ORCHARD AVENUE	2
ORCHARD LA SOUTH	2
ORCHARD LANE SOUTH	11
ORCHARD STREET	1781
ORDELL AVENUE	2
ORIENT AVENUE	27
ORIENTAL BOULEVARD	10
ORINOCO PLACE	1
ORLANDO STREET	1
ORLOFF AVENUE	316
ORMOND PLACE	3
ORMSBY AVENUE	1
OSBORN ST	1
